systemTime,ipAddress,symmetric,willingness,isMultiPointRelay,wasMultiPointRelay,multiPointRelaySelector,linkcount,twoHopNeighborCount,currentLinkStatus,lostLinkTime,helloTime,lossHelloInterval,lossTime,linkCost,linkQuality,neighborLinkQuality1,uplinkKbps,downlinkKbps,RSSI value,AVG RSSI value,trend,tau,Connected
1711543573,192.168.11.35,TRUE,3,FALSE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1297,17.250977,0.819,0.839,128,1024,-84,-84,0,0,1
1711543575,192.168.11.35,TRUE,3,FALSE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1946,17.09082,0.831,0.913,128,1024,-81,-81,0,0,1
1711543577,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1396,16.620117,0.831,0.94,128,1024,-83,-81,0,0,1
1711543579,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1447,16.3125,0.909,0.94,128,1024,-81,-82,0,0,1
1711543581,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2097,16.160156,0.913,0.968,128,1024,-77,-80,0,0,1
1711543583,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1548,15.712891,0.905,0.968,128,1024,-80,-79,0,-0.133333,1
1711543585,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1594,15.422852,0.886,0.968,128,1024,-84,-82,0,-0.190476,1
1711543587,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2247,15.279297,0.858,1,128,1024,-75,-79,0,-0.190476,1
1711543589,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1695,14.858398,0.858,1,128,1024,-78,-78,0,-0.133333,1
1711543591,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1747,14.584961,0.858,1,128,1024,-80,-78,0,-0.142857,1
1711543593,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2399,14.450195,0.862,1,128,1024,-78,-78,0,-0.152381,1
1711543595,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1845,14.052734,0.886,1,128,1024,-79,-79,0,-0.133333,1
1711543597,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1898,13.793945,0.886,1,128,1024,-78,-79,0,-0.171429,1
1711543599,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2549,13.666016,0.913,1,128,1024,-80,-78,0,-0.190476,1
1711543601,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1947,13.291016,0.913,1,128,1024,-82,-78,0,-0.133333,1
1711543603,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1998,13.047852,0.913,1,128,1024,-80,-80,0,0,1
1711543605,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2650,12.927734,0.937,1,128,1024,-80,-80,0,0,1
1711543607,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2100,12.573242,0.94,1,128,1024,-82,-81,0,0,1
1711543609,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2148,12.34375,0.94,1,128,1024,-83,-81,0,0,1
1711543611,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,745,12.230469,0.937,1,128,1024,-80,-78,0,0,1
1711543613,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2248,11.898438,0.858,0.968,128,1024,-76,-77,0,0,1
1711543615,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2298,11.68457,0.862,0.968,128,1024,-78,-76,0,0,1
1711543617,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,946,11.579102,0.878,0.968,128,1024,-78,-75,0,0,1
1711543619,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2346,11.268555,0.886,0.94,128,1024,-76,-74,0,-0.171429,1
1711543621,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2447,11.066406,0.886,0.94,128,1024,-78,-76,0,-0.266667,1
1711543623,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1096,10.967773,0.878,0.94,128,1024,-76,-75,0,-0.32381,1
1711543625,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2499,10.676758,0.862,0.94,128,1024,-72,-73,0,-0.380952,1
1711543627,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2547,10.488281,0.862,0.94,128,1024,-71,-72,0,-0.4,1
1711543629,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1194,10.395508,0.851,0.94,128,1024,-69,-71,0,-0.380952,1
1711543631,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2748,10.212891,0.819,0.94,128,1024,-70,-71,0,-0.438095,1
1711543633,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2699,2.697266,0.831,0.94,128,1024,-69,-70,-1,0.447619,1
1711543635,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1298,2.691406,0.835,0.94,128,1024,-70,-70,-1,0.485714,1
1711543637,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2798,2.674805,0.835,0.937,128,1024,-70,-70,-1,0.47619,1
1711543639,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2849,2.65625,0.831,0.94,128,1024,-70,-69,-1,0.47619,1
1711543641,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1497,2.650391,0.835,0.94,128,1024,-67,-68,-1,0.47619,1
1711543643,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2950,2.630859,0.835,0.94,128,1024,-65,-66,-1,0.485714,1
1711543645,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,3000,2.541992,0.843,0.968,128,1024,-65,-65,-1,0.514286,1
1711543647,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1648,2.423828,0.917,0.968,128,1024,-64,-65,-1,0.552381,1
1711543649,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1047,2.423828,0.917,0.968,128,1024,-66,-65,-1,0.590476,1
1711543651,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1049,2.361328,0.94,1,128,1024,-65,-64,-1,0.590476,1
1711543653,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1799,2.341797,0.94,1,128,1024,-63,-63,-1,0.6,1
1711543655,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1148,2.336914,0.944,1,128,1024,-62,-63,-1,0.580952,1
1711543657,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1194,2.276367,0.944,1,128,1024,-59,-60,-1,0.533333,1
1711543659,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1897,2.231445,0.968,1,128,1024,-62,-60,-1,0.514286,1
1711543661,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1295,2.246094,0.972,1,128,1024,-62,-61,-1,0.533333,1
1711543663,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1345,2.199219,1,1,128,1024,-62,-60,-1,0.552381,1
1711543665,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2098,2.179688,1,1,128,1024,-59,-58,-1,0.571429,1
1711543667,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1445,2.138672,1,1,128,1024,-53,-56,-1,0.580952,1
1711543669,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1444,2.099609,1,1,128,1024,-52,-55,-1,0.609524,1
1711543671,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2198,2.099609,1,1,128,1024,-48,-53,-1,0.609524,1
1711543673,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1547,2,1,1,128,1024,-52,-50,-1,0.609524,1
1711543675,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1597,2,1,1,128,1024,-48,-50,-1,0.657143,1
1711543677,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2348,1.898438,1,1,128,1024,-39,-42,-1,0.704762,1
1711543679,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1649,1.818359,1,1,128,1024,-34,-40,-1,0.761905,1
1711543681,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1748,1.699219,1,1,128,1024,-32,-35,-1,0.790476,1
1711543683,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,2449,1.658203,1,1,128,1024,-33,-34,-1,0.828571,1
1711543685,192.168.11.35,TRUE,3,TRUE,FALSE,FALSE,1,0,SYMMETRIC,0,0,2000,1746,1.679688,1,1,128,1024,-32,-34,-1,0.866667,1
